EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
423,1.0,24,,1,9914,07-01-2020,1,80,1,Life Sciences,Rarely,N,1 km,98,0,3,790,N,f,Y,3,3,1,High potential,1,2,34.0,3.0,Research & Development,7048.0,3.0,S,4,1,3,Manufacturing Director
424,9.0,16,1.0,1,24442,2019-09-24,4,80,1,Life Sciences,Travel_Rarely,yes,14,51,1,3,1421,1,F,Y,2,3,1,,1,2,45.0,1.0,Sale,4930.0,4.0,single,3,0,2,Manager
425,0.0,17,1.0,0,9951,2006-09-21,2,80,1,Human Resources,Travel Rarely,NO,6,88,0,3,1487,N,FEMALE,Y,2,0,0,Meets expectations,1,0,42.0,,Research & Development,5675.0,4.0,Married,1,0,5,Research Scientist
426,19.0,22,1.0,19,10802,01-04-2018,1,80,1,Life Sciences,Travel_Rarely,Y,1,76,1,3,817,No,male,Y,2,4,0,Good performer,1,0,49.0,3.0,research & development,$4115.0,1.0,M,1,2,3,Manufacturing Director
427,14.0,24,1.0,5,10520,16/05/2018,4,80,1,Medical,Rarely,N,28,97,4,3,139,N,Female,Y,4,0,2,,4,2,28.0,1.0,R&D,14730.0,2.0,SINGLE,1,5,2,Research Scientist
428,2.0,21,5.0,2,2546,2014-04-18,3,80,1,Life Sciences,Travel_Rarely,YES,5,61,2,3,1463,no,female,Y,2,3,2,Remote worker,2,2,43.0,3.0,R&D,10515.0,2.0,MARRIED,3,2,3,Manufacturing Director
429,6.0,15,3.0,2,26914,01-28-2008,4,80,1,Life Sciences,Travel_Rarely,N,2,30,0,3,207,yes,Female,Y,3,1,0,High potential,1,1,46.0,3.0,Sale,6493.0,3.0,M,1,2,5,Sales Executive
430,6.0,22,0.0,6,17530,08-10-2021,3,80,1,Life Sciences,Travel_Frequently,no,5,83,6,3,1439,1,MALE,Y,1,2,2,On PIP,1,3,21.0,2.0,Research and Development,4877.0,3.0,SINGLE,3,2,1,Research Scientist
431,12.0,17,1.0,3,21565,26/08/2012,3,80,1,Life Sciences,Rarely,no,15,75,3,3,1237,N,female,Y,3,1,3,Meets expectations,1,0,26.0,3.0,Research and Development,6013.0,3.0,single,4,3,2,Healthcare Representative
432,5.0,13,0.0,1,10998,09-09-2019,1,80,1,Life Sciences,Rarely,NO,2,70,0,3,1290,no,MALE,Y,3,1,1,Excellent team player,2,0,18.0,2.0,R&D,8866.0,1.0,MARRIED,2,1,5,Healthcare Representative
433,0.0,17,2.0,0,13465,29/08/2010,3,80,1,Life Sciences,Rarely,No,1,70,0,3,360,N,Male,Y,3,1,0,Good performer,3,0,34.0,4.0,R&D,11759.0,3.0,Single,3,0,2,Research Scientist
434,3.0,22,2.0,2,22371,2020-08-01,2,80,1,Marketing,Travel Rarely,N,1,37,2,3,1347,NO,M,Y,3,2,0,Exceeded expectations,4,1,43.0,1.0,Research & Development,15667.0,3.0,Divorced,4,2,2,Laboratory Technician
435,6.0,13,1.0,6,17616,14/12/2020,1,80,1,Life Sciences,travel_rarely,no,2,61,6,3,1385,yes,F,Y,1,2,0,Flight risk,4,0,50.0,1.0,R&D,15656.0,3.0,Divorsed,4,1,3,Laboratory Technician
436,36.0,24,3.0,3,21717,10-11-2017,3,80,1,Medical,Travel_Rarely,no,12,59,0,3,1374,N,Female,Y,2,3,1,Flight risk,1,0,37.0,4.0,Sale,4809.0,4.0,divorced,4,3,4,Sales Executive
437,21.0,16,2.0,8,21124,22/08/2020,4,80,1,Life Sciences,travel_rarely,no,5,75,3,4,625,False,m,Y,4,2,5,Recently promoted,1,0,51.0,,Research and Development,29810,3.0,SINGLE,3,4,3,Healthcare Representative
438,2.0,18,2.0,2,14717,2010-02-03,3,80,1,Medical,Travel_Frequently,yes,2,81,0,3,809,no,m,Y,4,3,1,Top performer,1,1,24.0,2.0,Research and Development,4425.0,1.0,DIVORCED,3,0,5,Research Scientist
439,12.0,23,1.0,3,17425,2004-07-14,2,80,1,Medical,Non-Travel,Y,1,90,3,3,225,False,M,Y,3,4,3,,2,0,21.0,4.0,Research & Development,6615.0,2.0,M,3,0,3,Research Director
440,27.0,16,1.0,3,6901,14/10/2014,2,80,1,Life Sciences,Travel_Frequently,No,3,42,3,3,1329,NO,M,Y,2,3,2,Recently promoted,4,0,36.0,4.0,Research and Development,13595.0,,Married,4,3,1,Research Scientist
441,0.0,20,0.0,0,13842,20/03/2008,2,80,1,Life Sciences,None,N,22,69,0,4,1263,YES,male,Y,2,0,0,Needs improvement,2,3,40.0,2.0,Research and Development,7885.0,2.0,S,3,0,5,Manufacturing Director
442,12.0,21,4.0,0,7708,2018-09-24,2,80,1,Marketing,Travel Frequently,N,3,90,0,3,1185,no,male,Y,3,2,0,Top performer,3,0,36.0,10.0,Saless,8507.0,2.0,S,4,0,3,Sales Representative
443,6.0,13,2.0,6,4082,13/05/2014,3,80,1,Technical Degree,Rarely,NO,29,73,6,3,1406,NO,F,Y,4,2,0,High potential,2,0,18.0,3.0,Human Resourses,9290.0,4.0,MARRIED,4,1,2,Human Resources
444,11.0,22,,11,23036,26/06/2012,3,80,1,Life Sciences,Travel_Rarely,no,5 km,91,1,3,153,no,m,Y,3,5,0,Excellent team player,1,1,36.0,4.0,Research&Development,1000.0,2.0,Married,4,1,3,Research Scientist
445,9.0,15,1.0,1,22970,2022-10-05,2,80,1,Life Sciences,travel_frequently,no,1,73,1,3,445,No,male,Y,1,1,0,New hire,1,2,25.0,4.0,Research and Development,9072.0,4.0,S,3,1,3,Healthcare Representative
446,40.0,19,4.0,12,11795,2017-11-18,1,80,1,Technical Degree,Travel_Rarely,Yes,17,77,0,3,235,False,Male,Y,3,3,0,Key talent,2,1,43.0,4.0,Sales,$10252.0,2.0,MARRIED,3,1,1,Sales Representative
447,3.0,18,2.0,1,14541,01-18-2016,4,80,1,Life Sciences,Travel_Rarely,No,4,88,1,3,429,0,female,Y,4,0,0,New hire,3,0,40.0,4.0,Research & Development,nan,1.0,single,2,1,1,Research Scientist
448,15.0,16,4.0,3,2260,2018-05-19,4,80,1,Medical,Travel Rarely,NO,9,86,3,3,1267,No,female,Y,3,2,1,Good performer,1,2,28.0 years,4.0,Research and Development,5014.0,,Married,3,0,3,Laboratory Technician
449,2.0,19,0.0,2,22180,2022-11-08,2,80,1,Life Sciences,Travel_Rarely,NO,29,40,1,3,1405,YES,female,Y,4,4,1,Flight risk,3,1,32.0,2.0,R&D,11454.0,,MARRIED,3,2,4,Research Scientist
450,5.0,12,3.0,0,15567,2023-11-28,3,80,1,Life Sciences,Rarely,YES,1,54,0,3,235,yes,MALE,Y,3,2,0,Average,3,0,27.0,4.0,Saless,10116.0,,divorced,1,0,3,Sales Executive
451,37.0,23,4.0,0,7982,2007-03-20,3,80,1,Medical,Travel Rarely,no,1,90,0,4,912,Yes,Male,Y,2,2,0,Exceeded expectations,2,1,36.0,3.0,Research and Development,8288.0,3.0,D,3,0,5,Laboratory Technician
452,14.0,21,3.0,2,2500,09/07/2017,3,80,1,Medical,Travel Rarely,no,10,75,2,3,951,N,M,Y,2,5,1,Remote worker,3,1,45.0,4.0,Sales,10784.0,1.0,M,4,2,2,Sales Executive
453,3.0,19,6.0,0,3015,2010-04-26,4,80,1,Life Sciences,Travel Rarely,No,2,83,0,4,970,Y,f,Y,2,1,0,Exceeded expectations,2,1,28.0,4.0,Sales,7858.0,4.0,M,4,0,2,Sales Representative
454,9.0,20,1.0,0,12525,2019-10-10,3,80,1,Medical,Non-Travel,No,1,63,0,3,991,N,f,Y,3,3,0,New hire,3,3,41.0,3.0,Research&Development,11272.0,4.0,married,4,0,2,Manufacturing Director
455,0.0,23,3.0,0,26489,2012-11-25,3,80,1,Marketing,Travel Rarely,NO,1,36,0,3,734,yes,F,Y,3,2,0,Transferred from other dept,3,1,32.0,1.0,Sale,9029.0,3.0,divorced,2,0,2,Manager
456,3.0,20,1.0,0,26048,2017-02-03,4,80,1,Medical,Travel Frequently,N,1,91,0,3,768,NO,FEMALE,Y,3,5,0,Average,5,2,29.0,4.0,SALES,$17059.0,,M,2,0,2,Sales Representative
457,12.0,16,2.0,0,5963,2008-11-30,3,80,1,Life Sciences,Frequently,No,11,86,0,3,1393,no,f,Y,2,4,0,Flight risk,1,1,nan,1.0,Research and Development,5245.0,2.0,S,3,0,4,Research Director
458,,19,2.0,4,23702,07-18-2011,4,80,1,Medical,travel_rarely,yes,1,34,4,3,1140,NO,male,Y,4,1,0,Excellent team player,2,0,27.0,3.0,research & development,$8193.0,1.0,single,2,1,4,Laboratory Technician
459,6.0,22,0.0,6,13866,2020-12-30,3,80,1,Medical,Frequently,Yes,5,64,3,3,368,0,f,Y,2,5,0,On PIP,1,1,32.0,3.0,Research&Development,4676.0,4.0,MARRIED,4,3,5,Laboratory Technician
460,11.0,14,4.0,1,14247,04-18-2007,4,80,1,Marketing,Rarely,no,7,66,1,3,960,no,Male,Y,2,2,1,Recently promoted,1,0,26.0,1.0,Research&Development,6706.0,4.0,Married,1,1,2,Research Director
461,5.0,15,1.0,0,4706,04-04-2007,4,80,1,Medical,travel_frequently,N,4,89,0,3,581,False,Male,Y,1,1,0,Flight risk,3,0,54.0,4.0,Research & Development,10469.0,3.0,D,3,0,4,Laboratory Technician
462,0.0,12,,0,17272,22/01/2012,3,80,1,,travel_rarely,NO,1,94,0,3,1342,0,M,Y,2,3,0,Average,4,2,37.0,2.0,research & development,14340.0,2.0,single,2,0,3,Research Scientist
463,5.0,13,0.0,0,24519,30/07/2018,1,80,1,Medical,No Travel,NO,12,45,0,3,1442,no,MALE,Y,4,3,0,High potential,2,1,30.0,4.0,Research&Development,9945.0,2.0,MARRIED,3,0,2,Manufacturing Director
464,23.0,11,3.0,6,24165,18/03/2019,4,80,1,Medical,Frequently,NO,1,59,6,3,1361,0,MALE,Y,2,3,2,Average,1,0,38.0,4.0,,nan,4.0,DIVORCED,4,4,4,Manager
465,19.0,14,3.0,0,4099,12-18-2021,4,80,1,Life Sciences,Travel_Rarely,Yes,11,71,0,4,384,0,m,Y,2,3,0,Recently promoted,1,0,35.0 years,3.0,R&D,$5321.0,2.0,Divorsed,4,0,3,Manufacturing Director
466,5.0,22,2.0,1,8386,29/12/2020,3,80,1,Medical,Frequently,NO,17,90,1,4,1160,no,MALE,Y,3,3,0,On PIP,2,0,35.0,4.0,Research and Development,7855.0,4.0,MARRIED,4,1,2,Laboratory Technician
467,0.0,12,1.0,0,7338,2010-06-03,2,80,1,Life Sciences,travel_rarely,no,4 km,77,0,4,202,No,MALE,Y,3,5,0,,1,2,42.0,3.0,Research & Development,6856.0,3.0,M,3,0,3,Manufacturing Director
468,,22,0.0,1,20949,10-06-2010,4,80,1,Medical,Travel Rarely,No,6,91,1,3,891,N,m,Y,2,4,1,Transferred from other dept,1,0,43.0,3.0,research & development,4613.0,,single,4,1,2,Research Director
469,,12,2.0,8,10300,03/02/2004,3,80,1,Life Sciences,Travel Frequently,No,5,93,2,3,338,0,Male,Y,2,3,2,,3,1,32.0,3.0,Research & Development,12925.0,2.0,Divorced,3,1,4,Research Scientist
470,,11,2.0,0,23400,2019-08-25,3,80,1,Medical,Non Travel,N,3,86,0,3,840,N,male,Y,2,2,0,Average,1,1,31.0,4.0,Research&Development,$4844.0,1.0,single,4,0,3,Manufacturing Director
471,6.0,20,5.0,6,26641,12-03-2013,4,80,1,Technical Degree,Travel Rarely,N,17,97,3,3,744,no,M,Y,4,4,4,Meets expectations,2,1,34.0,3.0,Research&Development,6710.0,3.0,divorced,4,2,5,Research Scientist
472,40.0,22,4.0,1,21465,03-29-2022,3,80,1,Marketing,Non-Travel,No,17,75,0,3,1248,0,Female,Y,3,3,0,Flight risk,3,0,18.0,4.0,sales,12019.0,4.0,MARRIED,2,0,1,Sales Representative
473,8.0,12,3.0,8,6297,2010-01-14,4,80,1,Technical Degree,Travel_Rarely,No,3,57,8,3,981,N,FEMALE,Y,4,6,1,High potential,1,0,23.0,3.0,SALES,4542.0,2.0,Married,4,2,3,Sales Representative
474,4.0,14,0.0,1,24297,26/08/2007,3,80,1,Other,travel_rarely,No,7,32,1,4,706,N,FEMALE,Y,2,1,0,Good performer,2,2,49.0,2.0,research & development,8930.0,3.0,S,3,1,3,Research Scientist
475,9.0,16,4.0,1,21332,2006-11-07,4,80,1,Life Sciences,Travel Rarely,No,20,66,1,3,287,NO,f,Y,3,3,1,Key talent,3,2,51.0,1.0,Sales,6905.0,4.0,M,3,0,3,Sales Executive
476,1.0,23,0.0,1,10405,2007-10-03,3,80,1,Medical,Frequently,Yes,26,77,1,4,987,Yes,M,Y,4,6,0,Flight risk,3,1,34.0,2.0,SALES,nan,3.0,MARRIED,3,1,3,Sales Representative
477,2.0,22,1.0,0,24595,2021-01-19,4,80,1,Medical,Travel Rarely,no,5,48,0,3,1379,False,female,Y,2,3,0,Excellent team player,2,1,42.0,4.0,Research&Development,$7310.0,3.0,S,4,0,4,Research Scientist
478,25.0,17,2.0,8,17094,07-29-2011,3,80,1,Technical Degree,Rarely,No,4,46,2,3,1086,N,m,Y,3,3,4,On PIP,1,0,39.0,,human resources,$3405.0,3.0,married,4,0,4,Human Resources
479,2.0,17,2.0,2,17201,03-31-2004,3,80,1,Life Sciences,Frequently,no,2,69,2,3,1023,False,m,Y,3,6,1,On PIP,3,0,60.0,4.0,Sales,10170.0,4.0,DIVORCED,4,2,5,Sales Representative
480,,17,1.0,3,14614,12-10-2004,2,80,1,Other,Travel_Frequently,NO,25,79,1,3,893,no,female,Y,3,3,3,High potential,3,2,47.0,4.0,Research and Development,10139.0,2.0,Married,2,1,4,Research Scientist
481,,14,3.0,0,15361,02-17-2016,3,80,1,Medical,Travel Rarely,no,1,58,0,3,629,no,male,Y,3,3,0,Meets expectations,1,2,35.0,1.0,Research&Development,4928.0,4.0,married,2,0,4,Laboratory Technician
482,22.0,22,2.0,5,3040,11/11/2013,3,80,1,Marketing,travel_rarely,YES,6,80,1,3,775,NO,FEMALE,Y,3,0,1,Good performer,1,1,28.0,2.0,Research and Development,2949.0,3.0,Single,4,0,3,Research Director
483,15.0,15,,4,14810,04-15-2021,4,80,1,Life Sciences,Travel Rarely,N,2,71,4,3,491,N,f,Y,4,3,4,,1,1,22.0,2.0,research & development,5474.0,3.0,Married,2,0,4,Research Scientist
484,0.0,24,4.0,0,9988,27/05/2022,3,80,1,Life Sciences,Travel Rarely,N,2,58,0,4,1376,1,Female,Y,4,2,0,Excellent team player,1,0,38.0,2.0,SALES,7049.0,,single,2,0,3,Sales Executive
485,11.0,21,6.0,1,25857,03-04-2012,4,80,1,Marketing,non-travel,Yes,4,95,1,3,771,yes,Female,Y,3,1,1,Needs improvement,2,0,nan,1.0,research & development,8421.0,3.0,Married,2,1,3,Laboratory Technician
486,7.0,22,6.0,7,9559,08-14-2012,4,80,1,Life Sciences,travel_rarely,yes,29,46,1,4,960,0,m,Y,2,3,6,On PIP,1,1,24.0,2.0,SALES,$6213.0,1.0,DIVORCED,2,2,3,Sales Representative
487,6.0,13,1.0,6,19371,05/03/2020,2,80,1,Marketing,Travel Rarely,NO,1,60,2,3,1299,no,male,Y,4,0,2,,1,3,31.0,4.0,Saless,nan,3.0,MARRIED,3,0,3,Manager
488,11.0,11,3.0,10,21579,04-17-2008,2,80,1,Life Sciences,non-travel,NO,6,81,5,3,565,0,M,Y,2,5,0,Top performer,3,0,27.0,3.0,R&D,12854.0,1.0,single,2,5,2,Healthcare Representative
489,2.0,24,3.0,2,23483,2017-06-04,2,80,1,,Frequently,no,1,68,2,3,938,Yes,male,Y,1,3,0,Remote worker,1,0,52.0,3.0,sales,7805.0,4.0,M,4,2,5,Sales Representative
490,39.0,18,4.0,2,2503,2011-03-22,2,80,1,Life Sciences,Travel_Rarely,No,1,89,2,3,1087,N,female,Y,3,3,0,Meets expectations,3,0,44.0,3.0,research & development,10251.0,4.0,Married,4,0,3,Research Scientist
491,10.0,20,1.0,0,7344,2008-05-11,3,80,1,Medical,travel_rarely,yes,4,80,0,3,1412,No,F,Y,3,2,0,,3,0,36.0,2.0,research & development,9922.0,4.0,married,4,0,1,Research Scientist
492,4.0,21,3.0,4,10947,2005-08-26,3,80,1,,Non Travel,Y,5,45,2,4,1173,No,female,Y,4,2,4,Exceeded expectations,1,1,50.0,3.0,R&D,6175.0,3.0,Divorced,3,0,3,Laboratory Technician
493,9.0,17,2.0,9,11533,24/07/2008,3,80,1,Life Sciences,Rarely,Y,2,43,2,3,103,N,M,Y,4,2,1,,3,3,37.0,1.0,Research&Development,12062.0,4.0,divorced,3,0,1,Research Scientist
494,2.0,24,3.0,0,16808,05-27-2012,3,80,1,Life Sciences,Travel_Rarely,No,3,71,0,3,951,False,m,Y,4,2,0,Recently promoted,3,2,29.0 years,4.0,Research&Development,12163.0,4.0,Married,3,0,2,Manufacturing Director
495,10.0,19,6.0,2,10148,17/03/2020,3,80,1,Life Sciences,travel_rarely,no,1,80,0,3,1346,0,M,Y,4,4,2,Key talent,2,2,50.0,2.0,SALES,10833.0,2.0,M,2,2,2,Sales Representative
496,,24,1.0,0,16155,2012-06-30,2,80,1,Medical,Travel_Rarely,N,2,53,0,3,1385,No,Male,Y,3,4,0,Transferred from other dept,1,1,41.0,4.0,Sale,25085,3.0,single,1,0,3,Sales Executive
497,4.0,20,1.0,0,24394,2006-06-10,2,80,1,Medical,Travel Rarely,YES,27 km,72,0,3,634,Y,F,Y,2,4,0,Transferred from other dept,2,1,27.0,4.0,Research&Development,8639.0,3.0,SINGLE,4,0,3,Healthcare Representative
498,,14,1.0,1,17193,2010-04-20,3,80,1,Marketing,travel_rarely,YES,23 km,48,0,3,1002,0,male,Y,3,3,1,Transferred from other dept,4,3,35.0 years,,Sales,12529.0,1.0,M,2,1,4,Sales Executive
499,16.0,22,2.0,16,3381,2019-10-17,2,80,1,Medical,Rarely,no,3,90,6,3,1499,N,m,Y,3,3,4,Meets expectations,2,0,29.0,4.0,SALES,11202.0,4.0,MARRIED,1,1,4,Sales Executive
500,2.0,22,7.0,2,23986,2011-02-04,3,80,1,Medical,None,No,6,92,0,4,1184,Y,M,Y,3,3,2,New hire,1,3,24.0,2.0,Research and Development,nan,2.0,M,3,2,3,Manufacturing Director
501,7.0,15,2.0,7,9012,2008-04-17,2,80,1,Life Sciences,Non-Travel,NO,19,55,1,3,1479,True,female,Y,3,2,2,Exceeded expectations,3,2,45.0,1.0,R&D,10537.0,3.0,MARRIED,4,3,3,Laboratory Technician
502,7.0,15,2.0,0,17213,10/03/2006,3,80,1,,Rarely,NO,1,64,0,3,745,Yes,F,Y,4,3,0,,2,0,54.0,2.0,Sale,7479.0,4.0,S,4,0,3,Sales Executive
503,5.0,23,3.0,1,17212,08-14-2012,3,80,1,Life Sciences,Rarely,N,13,96,1,3,123,N,m,Y,2,1,1,,2,1,24.0,4.0,Research&Development,7032.0,2.0,Married,4,1,4,Research Scientist
504,2.0,17,1.0,2,15808,2012-02-22,3,80,1,Other,travel_rarely,NO,23,85,2,3,1416,Y,m,Y,2,3,0,,3,0,42.0,1.0,Research&Development,9905.0,2.0,SINGLE,2,1,1,Laboratory Technician
505,,23,2.0,3,12711,2004-10-19,2,80,1,Technical Degree,Travel_Rarely,no,1,69,2,3,656,no,Male,Y,3,2,1,Excellent team player,2,0,31.0 years,2.0,Research and Development,7214.0,1.0,Single,4,2,1,Manufacturing Director
506,2.0,19,1.0,1,22110,2008-01-13,2,80,1,Life Sciences,Frequently,yes,1,58,1,3,790,Yes,m,Y,4,3,0,Flight risk,3,0,32.0,3.0,Sale,8951.0,3.0,divorced,4,1,4,Manager
507,24.0,18,2.0,10,17173,2021-04-01,3,80,1,Medical,Travel Rarely,Y,25,35,2,3,455,0,female,Y,1,2,0,High potential,3,2,31.0,4.0,research & development,nan,1.0,Single,2,0,3,Laboratory Technician
508,7.0,17,2.0,7,20271,24/11/2022,4,80,1,Technical Degree,travel_rarely,no,6 km,81,4,3,969,No,f,Y,4,1,1,Average,2,2,29.0,2.0,research & development,10923.0,4.0,MARRIED,4,0,2,Laboratory Technician
509,20.0,24,2.0,1,11515,2017-05-17,2,80,1,Medical,Frequently,no,1,30,0,3,1040,False,m,Y,4,3,1,On PIP,1,0,37.0,3.0,R&D,$6103.0,3.0,S,3,1,2,Manufacturing Director
510,3.0,11,2.0,0,22193,08-06-2020,2,80,1,Life Sciences,Rarely,Y,2,81,0,3,674,False,male,Y,2,2,0,Remote worker,3,0,29.0,2.0,H.R.,12388.0,3.0,Divorced,1,0,5,Manager
511,16.0,22,1.0,0,13939,09-09-2017,2,80,1,Life Sciences,Rarely,Y,4,53,0,3,128,Y,female,Y,4,2,0,Top performer,4,1,39.0,1.0,research & development,15765.0,2.0,M,2,0,4,Research Scientist
512,1.0,20,1.0,1,4131,11-08-2017,3,80,1,Medical,travel_frequently,Y,9,63,1,3,456,yes,m,Y,1,2,1,Meets expectations,1,0,36.0,4.0,R&D,7751.0,2.0,single,3,1,4,Laboratory Technician
513,14.0,23,3.0,0,4424,06/10/2022,4,80,1,Human Resources,travel_rarely,Y,10,36,0,4,464,yes,f,Y,3,2,0,Average,2,1,34.0,3.0,Sales,nan,4.0,married,3,0,3,Sales Representative
514,4.0,16,2.0,3,13576,05-03-2018,1,80,1,Medical,Travel_Rarely,NO,29,40,2,3,707,NO,M,Y,3,4,3,Recently promoted,1,1,28.0,4.0,Research and Development,3155.0,2.0,MARRIED,4,3,3,Laboratory Technician
515,6.0,20,5.0,3,23823,18/03/2019,3,80,1,Life Sciences,non-travel,No,2,65,3,3,508,YES,m,Y,4,3,2,Remote worker,3,1,31.0,4.0,H.R.,9794.0,4.0,D,2,1,5,Human Resources
516,1.0,19,2.0,1,23858,21/11/2023,3,80,1,Life Sciences,Frequently,N,6,49,1,3,1389,no,Male,Y,3,4,0,New hire,3,0,43.0,1.0,Saless,10295.0,2.0,Single,3,1,5,Sales Representative
517,0.0,23,2.0,0,11200,24/09/2009,4,80,1,Marketing,Rarely,yes,6 km,92,0,3,1414,False,Male,Y,3,1,0,High potential,1,1,41.0,3.0,SALES,4549.0,3.0,Divorced,2,0,2,Sales Executive
518,10.0,17,2.0,4,19701,2015-08-23,3,80,1,Technical Degree,Travel Rarely,No,4,92,2,3,666,No,Female,Y,3,2,1,Good performer,4,0,28.0 years,4.0,Research & Development,13329.0,3.0,divorced,3,0,4,Laboratory Technician
519,,11,1.0,6,25031,02-05-2008,1,80,1,Medical,travel_rarely,No,1,98,1,3,1276,No,Male,Y,3,3,0,New hire,1,0,37.0,2.0,R&D,5328.0,3.0,D,4,3,2,Laboratory Technician
520,9.0,19,2.0,4,5216,12-30-2017,3,80,1,Medical,Rarely,No,29,59,0,3,318,Y,m,Y,3,2,0,Top performer,3,0,43.0,3.0,SALES,11052.0,4.0,M,3,1,2,Sales Representative
521,2.0,13,1.0,2,14826,10-05-2014,4,80,1,Life Sciences,Travel Frequently,YES,15,59,2,3,272,True,M,Y,4,1,2,New hire,2,0,21.0,4.0,HR,6915.0,3.0,married,3,1,3,Human Resources
522,2.0,24,3.0,2,2016,2017-04-22,4,80,1,Marketing,Travel_Rarely,NO,5,51,0,3,707,NO,male,Y,2,3,2,Remote worker,1,2,41.0,2.0,R&D,$1736.0,4.0,Married,4,1,3,Research Scientist
523,17.0,19,2.0,11,6670,20/08/2022,3,80,1,Marketing,Travel_Rarely,N,7,90,1,3,1135,no,m,Y,3,3,0,Flight risk,1,1,31.0,4.0,sales,nan,2.0,married,2,1,5,Sales Executive
524,14.0,14,1.0,1,4623,09-08-2023,2,80,1,Life Sciences,Travel_Rarely,no,2,50,1,3,1485,False,MALE,Y,1,2,0,Flight risk,1,1,42.0,4.0,Research & Development,4176.0,2.0,M,4,1,1,Healthcare Representative
525,4.0,19,0.0,4,15350,01-01-2019,3,80,1,Medical,None,N,6,66,1,3,957,Y,f,Y,4,2,0,Transferred from other dept,3,1,30.0,3.0,Research & Development,nan,1.0,Married,3,0,3,Research Scientist
526,10.0,23,2.0,3,18513,2017-08-24,4,80,1,Life Sciences,Rarely,No,9,56,3,4,756,0,Male,Y,1,3,0,New hire,2,0,20.0,2.0,,6305.0,3.0,married,4,3,4,Laboratory Technician
527,17.0,18,3.0,17,16450,27/07/2023,3,80,1,Life Sciences,Travel_Frequently,Y,5,64,1,3,1068,False,MALE,Y,1,1,2,High potential,1,0,22.0,4.0,sales,4263.0,3.0,M,4,6,4,Sales Executive
528,21.0,17,0.0,1,3473,06-14-2004,3,80,1,Life Sciences,Travel Rarely,Yes,29,67,1,3,1205,0,f,Y,4,5,0,Good performer,1,2,37.0,1.0,research & development,3303.0,3.0,D,3,1,2,Manufacturing Director
529,0.0,14,1.0,0,11260,01/06/2006,1,80,1,Life Sciences,Travel_Rarely,yes,7,89,0,3,1463,Yes,M,Y,3,5,0,Flight risk,1,0,39.0,3.0,Research&Development,4811.0,4.0,SINGLE,4,0,3,Laboratory Technician
530,16.0,19,0.0,4,6311,09-18-2007,1,80,1,Life Sciences,travel_frequently,Yes,3,99,0,4,540,Y,F,Y,3,4,3,Top performer,3,1,28.0,4.0,Human Resources,9390.0,4.0,DIVORCED,4,0,3,Human Resources
531,4.0,14,1.0,1,21279,05-09-2015,3,80,1,Medical,Rarely,YES,11,61,1,3,716,Y,MALE,Y,4,2,1,New hire,3,0,42.0,2.0,research & development,$9726.0,4.0,married,1,0,2,Laboratory Technician
532,12.0,11,2.0,5,4736,02-23-2018,2,80,1,Medical,Rarely,N,1,56,4,4,325,no,female,Y,3,0,2,,1,3,22.0,4.0,research & development,3036.0,2.0,Divorced,3,0,5,Healthcare Representative
533,,16,5.0,4,23482,10/09/2009,3,80,1,Medical,travel_rarely,N,3 km,32,1,4,470,False,FEMALE,Y,2,5,0,Flight risk,2,3,36.0,3.0,Research&Development,7769.0,2.0,Married,4,4,4,Laboratory Technician
534,9.0,14,1.0,9,3946,04-19-2019,3,80,1,Life Sciences,Frequently,NO,3,78,3,3,127,N,F,Y,2,2,1,Good performer,1,0,26.0,3.0,R&D,3700.0,3.0,MARRIED,2,1,2,Manufacturing Director
535,10.0,20,3.0,1,23943,2018-12-21,2,80,1,Life Sciences,travel_frequently,YES,4,59,1,3,1107,yes,FEMALE,Y,3,2,1,Exceeded expectations,4,1,31.0,3.0,Sale,15360.0,2.0,D,3,1,2,Sales Representative
536,5.0,13,0.0,0,17740,07/05/2019,4,80,1,Medical,Travel_Frequently,YES,12,51,0,3,1094,NO,Male,Y,2,2,0,,4,0,37.0,4.0,Sale,14608.0,2.0,SINGLE,2,0,1,Manager
537,7.0,22,3.0,4,18684,10-21-2005,2,80,1,Life Sciences,Travel_Rarely,No,5 km,48,0,3,115,False,Female,Y,3,2,0,Recently promoted,3,1,29.0,4.0,research & development,10895.0,2.0,divorced,2,1,4,Research Scientist
538,12.0,15,1.0,4,11176,2015-01-19,3,80,1,Life Sciences,Frequently,NO,12,60,0,3,1400,Y,male,Y,2,3,0,New hire,4,0,33.0 years,3.0,sales,12803.0,4.0,MARRIED,4,0,2,Manager
539,6.0,13,2.0,5,13883,09-21-2018,2,80,1,Technical Degree,Rarely,no,6,49,5,4,432,False,MALE,Y,3,5,0,Average,3,0,46.0,3.0,R&D,11570.0,4.0,Married,4,0,3,Research Scientist
